Word,Category
昭示,Nouns
昭雪,Nouns
是,Pronouns
是否,Question Pronouns
是非,Nouns
時事,Nouns
時來運轉,Temporal Words
時候,Temporal Words
時宜,Adjectives
時尚,Temporal Words
時間,Verbs
時髦,Nouns
晃動,Adverbs
晉升,Verbs
晒太陽,Temporal Words
晚上,Nouns
晚餐,Adjectives
晦氣,Nouns
普查,Adjectives
普照,Nouns
景色,Nouns
景觀,Nouns
晴天,Nouns
晴朗,Adjectives
晴空,Nouns
晶瑩,Adjectives
智仁勇,Nouns
智慧,Nouns
智慧型手機,Nouns
智謀,Adjectives
暈倒,Verbs
暈眩,Adjectives
暑假,Temporal Words
暑熱,Adjectives
暖,Adjectives
暖和,Adjectives
暖流,Nouns
暖色,Nouns
暖身,Nouns
暖身運動,Adjectives
暗中,Nouns
暗暗的,Adjectives
暗算,Adjectives
暢通,Adjectives
暢遊,Adjectives
暢銷,Adjectives
暫停,Verbs
暫時,Temporal Words
暮氣沉沉,Adjectives
暮色,Nouns
暴力,Nouns
暴動,Nouns
暴虐,Nouns
暴行,Nouns
暴露狂,Nouns
曇花,Nouns
曉得,Adjectives
曖昧,Verbs
曙光,Adjectives
曚曨,Nouns
曝光,Adjectives
曠世奇才,Nouns
曠職,Nouns
曠課,Nouns
曠野,Adjectives
曲折,Nouns
更,Adverbs
更動,Scope Words
更改,Verbs
更新,Verbs
更衣,Nouns
書,Nouns
書包,Nouns
書名,Nouns
書局,Nouns
書店,Nouns
書庫,Nouns
書札,Nouns
書架,Nouns
書法,Nouns
書籍,Nouns
書面,Mood Particles
曹,Temporal Words
曾經,Verbs
替,Verbs
替代,Adjectives
最,Adverbs
最後,Verbs
最棒,Adjectives
會員,Nouns
會客,Nouns
會心,Adjectives
會意,Adjectives
會計,Nouns
會計與科技資訊學系,Nouns
會診,Verbs
會話,Verbs
會談,Verbs
會議,Nouns
會資系,Nouns
會錯意,Emphasis Words
會長,Nouns
月,Nouns
月亮,Adjectives
月台,Nouns
月經,Nouns
月薪,Nouns
月蝕,Quantifiers
月餅,Mood Particles
有,Question Adverbs
有名,Emphasis Words
有意,Adjectives
有意思,Adjectives
有教無類,Nouns
有時,Temporal Words
有期徒刑,Nouns
有條有理,Adjectives
有沒有,Question Pronouns
有聲有色,Adjectives
有趣,Adjectives
有錢,Nouns
有面子,Nouns
朋友,Nouns
服侍,Nouns
服兵役,Nouns
服刑,Nouns
服務,Adjectives
服役,Adjectives
服從,Adjectives
服氣,Adjectives
望遠鏡,Nouns
朝令夕改,Adjectives
朝會,Nouns
朝氣,Adjectives
期,Quantifiers
期盼,Adjectives
期貨,Nouns
朦朧,Adjectives
木,Nouns
木偶,Nouns
木刻版畫,Nouns
木匠,Nouns
木屐,Nouns
木柴,Nouns
木炭,Nouns
木瓜,Nouns
木頭,Nouns
木馬屠城記,Temporal Words
木魚,Mood Particles
未,Temporal Words
未了,Mood Particles
未來,Temporal Words
未必,Mood Particles
未雨綢繆,Adverbs
末,Pronouns
末梢神經,Nouns
本事,Nouns
本位,Nouns
本來,Adverbs
本分,Nouns
本土,Nouns
本壘打,Nouns
本性難移,Adverbs
本末倒置,Nouns
本票,Nouns
本能,Nouns
本色,Nouns
本金,Nouns
本領,Nouns
朱色,Nouns
朱門,Nouns
杉樹,Nouns
李,Nouns
李子,Nouns
杏壇,Nouns
杜撰,Verbs
杜絕,Verbs
杜鵑,Nouns
束手無策,Nouns
束縛,Nouns
束髮,Nouns
杯子,Nouns
杯葛,Verbs
東,Temporal Words
東南亞,Nouns
東山再起,Verbs
東張西望,Nouns
東海大學,Nouns
東西,Nouns
松,Nouns
松柏,Nouns
松樹,Nouns
松節油,Nouns
松鼠,Nouns
板凳,Emphasis Words
枉費,Mood Particles
枕邊細語,Nouns
枕頭,Nouns
林,Pronouns
林立,Nouns
果凍,Nouns
果園,Nouns
果汁,Adjectives
果決,Adjectives
果然,Temporal Words
果皮,Nouns
果真,Adjectives
果醬,Adjectives
枝條,Nouns
枯燥,Verbs
枯竭,Nouns
枯萎,Nouns
架子,Emphasis Words
柔軟,Adjectives
柔道,Verbs
柚子,Nouns
查明,Verbs
查究,Verbs
查訪,Verbs
查辦,Verbs
柱子,Nouns
柳丁,Nouns
柳暗花明,Nouns
柳樹,Nouns
柳眉,Nouns
柳絮,Nouns
柵欄,Nouns
柺杖,Nouns
柿子,Nouns
栓塞,Adjectives
栓子,Nouns
栗子,Nouns
校址,Nouns
校外教學,Nouns
校對,Nouns
核准,Verbs
核心,Nouns
核銷,Verbs
根據,Temporal Words
根本,Adverbs
根除,Verbs
格子,Nouns
格局,Nouns
格格不入,Adjectives
格言,Nouns
栽培,Verbs
栽種,Verbs
栽贓,Verbs
桂林,Nouns
桂花,Nouns
桃園,Nouns
桃子,Nouns
桃色新聞,Nouns
桃花,Nouns
框框,Nouns
桑樹,Nouns
桶子,Nouns
桿菌,Nouns
梅,Nouns
梅花,Nouns
梅花鹿,Nouns
梅開二度,Nouns
梅雨,Nouns
梅雨季節,Temporal Words
條件,Nouns
條文,Nouns
條理,Nouns
條碼,Nouns
條約,Nouns
條紋,Nouns
梧桐,Nouns
梨園,Nouns
梨子,Nouns
梯子,Nouns
梯田,Causal Conjunctions
械鬥,Nouns
梳子,Verbs
梳洗,Emphasis Words
棄權,Emphasis Words
棉絮,Nouns
棉花,Nouns
棉被,Nouns
棉襖,Nouns
棋局,Nouns
棋盤,Nouns
棋社,Nouns
棒,Nouns
棒子,Nouns
棒球,Nouns
棕,Adjectives
棕櫚,Nouns
棕色,Nouns
棗紅,Adjectives
棘手,Nouns
棟樑,Nouns
棧道,Nouns
森嚴,Nouns
森林,Nouns
森林浴,Nouns
棺材,Nouns
棺材板,Nouns
椅墊,Nouns
椅套,Nouns
椅子,Nouns
植樹,Verbs
植物,Nouns
植物園,Nouns
植皮,Verbs
植髮,Verbs
椰子,Nouns
椰子樹,Nouns
楊,Nouns
楊桃,Nouns
楓樹,Nouns
楚楚動人,Nouns
楚漢,Nouns
業,Nouns
業務,Nouns
業績,Nouns
業餘,Nouns
極力,Quantifiers
極度,Nouns
極樂世界,Nouns
極端,Nouns
楷書,Nouns
概念,Nouns
概況,Adjectives
概算,Nouns
概論,Nouns
榕樹,Nouns
榜樣,Nouns
榜首,Nouns
榮總,Nouns
榮耀,Nouns
榮譽,Nouns
榴槤,Nouns
構圖,Nouns
構思,Nouns
構造,Nouns
槌子,Nouns
槍,Nouns
槍手,Nouns
槍斃,Nouns
槍殺,Nouns
槓桿,Nouns
樂器,Nouns
樂土,Nouns
樂天,Nouns
樂師,Nouns
樂曲,Nouns
樂觀,Nouns
樂趣,Nouns
樂透,Nouns
樂高,Nouns
樓,Nouns
樓房,Nouns
樓梯,Nouns
樓閣,Nouns
標價,Nouns
標會,Nouns
標本,Nouns
標準,Nouns
標籤,Nouns
標語,Nouns
標點符號,Nouns
樞紐,Nouns
樟樹,Nouns
模仿,Nouns
模型,Nouns
模式,Nouns
模樣,Nouns
模特兒,Nouns
模範,Nouns
樣品,Nouns
樣子,Nouns
樹敵,Nouns
樹枝,Nouns
樹根,Nouns
樹皮,Nouns
樹苗,Nouns
橄欖,Nouns
橄欖球,Nouns
橋,Nouns
橋墩,Nouns
橋樑,Nouns
橋牌,Nouns
橘子,Nouns
橘色,Nouns
機器,Nouns
機器人,Nouns
機場,Nouns
機密,Nouns
機智,Nouns
機會,Nouns
機械,Nouns
機械工程學系,Nouns
機械系,Nouns
機車行照,Nouns
機車駕照,Nouns
機關,Nouns
機關槍,Nouns
橡樹,Nouns
橡皮圈（橡皮筋）,Nouns
橡皮擦,Nouns
橡膠,Nouns
橢圓,Nouns
橫心,Nouns
橫衝直撞,Nouns
橫財,Nouns
橫貫公路,Nouns
檀香山（夏威夷）,Nouns
檀香木,Nouns
檔案,Nouns
檜木,Nouns
檢定,Nouns
檢察官,Nouns
檢查,Nouns
檢疫,Nouns
檢舉,Nouns
檢視,Nouns
檢討（反省）,Nouns
檳榔,Nouns
檸檬,Nouns
櫃台,Nouns
櫃子,Nouns
櫥子,Nouns
櫥櫃,Nouns
櫥窗,Nouns
櫻桃,Nouns
櫻花,Nouns
權利,Nouns
權力,Nouns
權勢,Nouns
權益,Nouns
權限,Nouns
欠,Nouns
欠佳,Verbs
欠債,Adjectives
欠帳,Nouns
欠缺,Nouns
欠錢,Adjectives
次序,Nouns
次等,Adjectives
次要,Adjectives
欣慰,Adjectives
欣欣向榮,Emotion Words
欣賞,Verbs
欲念,Nouns
欲望,Nouns
欲求,Nouns
欲罷不能,Verbs
欺侮,Verbs
欺善怕惡,Idioms
欺瞞,Verbs
欺負,Verbs
欺騙,Verbs
欽佩,Emphasis Words
款項,Nouns
歇息,Idioms
歇斯底里,Nouns
歉收,Temporal Words
歉疚,Emotion
歌,Nouns
歌仔戲,Nouns
歌劇,Nouns
歌手,Nouns
歌曲,Nouns
歌舞團,Nouns
歐,Nouns
歡喜,Emphasis Words
歡樂,Emphasis Words
歡聚,Nouns
歡迎,Verbs
歡送,Verbs
止,Nouns
止痛藥,Adjectives
正,Nouns
正中,Nouns
正中下懷,Adjectives
正午,Nouns
正名,Nouns
正字標記,Nouns
正巧,Adjectives
正常,Nouns
正式,Adjectives
正方形,Nouns
正直,Adjectives
正確,Nouns
正經,Adjectives
正義,Nouns
此生,Adverbs
步伐,Nouns
步兵,Nouns
步行,Verbs
步調,Adjectives
步道,Nouns
步驟,Nouns
武功,Nouns
武器,Nouns
武斷,Adjectives
武術,Nouns
武裝,Nouns
歧見,Nouns
歧視,Adjectives
歪斜,Nouns
歪曲,Adjectives
歪風,Nouns
歲入,Temporal Words
歲出,Nouns
歲月,Nouns
歷代,Adjectives
歷史,Verbs
歷練,Verbs
歸咎,Verbs
歸寧,Verbs
歸納,Nouns
歸還,Nouns
死,Verbs
死亡,Nouns
死刑,Nouns
死心,Verbs
死心塌地,Verbs
死火山,Nouns
死背,Verbs
死角,Verbs
死記,Nouns
殉職,Nouns
殉身,Nouns
殊榮,Nouns
殖民地,Nouns
殖民（移民）不同義,Nouns
殘存,Nouns
殘忍,Nouns
殘酷,Nouns
殘障,Nouns
殘餘,Nouns
殯儀館,Nouns
殯葬,Nouns
段,Nouns
段落,Nouns
殷切,Nouns
殷勤,Nouns
殷鑑,Nouns
殺,Verbs
殺一儆百,Verbs
殺價,Verbs
殺害,Verbs
殺生,Verbs
殺菌,Verbs
殺蟲劑,Nouns
殺青,Nouns
殿後,Nouns
殿軍,Nouns
毀容,Nouns
毀損,Nouns
毀滅,Nouns
毀謗,Nouns
毅力,Nouns
毆打,Nouns
母法,Nouns
母系,Nouns
母老虎,Mood Particles
每個月,Frequency Words
每天,Frequency Words
每年,Frequency Words
每況愈下,Adverbs
每逢,Temporal Words
每週,Frequency Words
毒,Nouns
比不上,Adjectives
比例,Nouns
比喻,Nouns
比如,Nouns
比得上,Nouns
比比皆是,Nouns
比照,Nouns
比率,Nouns
比賽,Nouns
比較,Adjectives
毛,Nouns
毛巾,Adverbs
毫髮未傷,Adverbs
毽子,Nouns
民俗,Nouns
民意代表,Nouns
民族,Nouns
民營,Nouns
民生,Nouns
民航,Nouns
民進黨,Nouns
民雄,Nouns
氣,Nouns
氣候,Temporal Words
氣功,Nouns
氣喘,Nouns
氣氛,Adjectives
氣泡,Nouns
氣派,Nouns
氣球,Nouns
氣餒,Nouns
氧化,Adjectives
氧氣,Nouns
氨基酸,Nouns
氨氣,Nouns
水,Nouns
水仙花,Nouns
水位,Nouns
水塔,Nouns
水壺,Nouns
水平線,Nouns
水庫,Nouns
水彩畫,Nouns
水性楊花,Nouns
水手,Nouns
水族館,Nouns
水晶,Nouns
水果,Nouns
水母,Nouns
水準,Nouns
水溝,Nouns
水筆仔,Nouns
水腫,Nouns
水落石出,Nouns
水蜜桃,Nouns
水貨,Nouns
水質,Nouns
水車,Nouns
永久,Temporal Words
永恆,Temporal Words
永遠,Temporal Words
汁,Nouns
求,Verbs
求人不如求己,Verbs
求和,Verbs
求好心切,Verbs
求婚,Verbs
求學,Verbs
求救,Verbs
求生,Verbs
求知,Verbs
求籤,Nouns
求證,Nouns
汐止,Nouns
汗,Nouns
汗水,Nouns
汗疹,Nouns
江山易改本性難移,Nouns
池,Nouns
池塘,Nouns
污垢,Nouns
汪洋,Nouns
決定,Verbs
決賽,Nouns
決鬥,Nouns
汽水,Nouns
汽油,Nouns
汽車,Nouns
汽車旅館,Nouns
汽車駕照,Nouns
沉,Adjectives
沉悶,Adjectives
沉著,Adjectives
沉迷,Adjectives
沉默,Adjectives
沐浴,Nouns
沐浴乳,Nouns
沒人跟我玩,Mood Particles
沒味道,Mood Particles
沒問題,Mood Particles
沒找到,Mood Particles
沒收,Mood Particles
沒有,Mood Particles
沒有事情,Mood Particles
沒有問題,Emphasis Words
沒有用,Mood Particles
沒有說什麼,Question Pronouns
沒有辦法,Emphasis Words
沒用,Mood Particles
沒聽過,Question Pronouns
沒辦法,Emphasis Words
沒關係,Mood Particles
沒電,Nouns
沖刷,Verbs
沖天炮,Verbs
沖淡,Nouns
沙,Nouns
沙拉醬,Nouns
沙文主義,Nouns
沙漠,Nouns
沙發,Nouns
沮喪,Nouns
河,Nouns
河堤,Nouns
河岸,Nouns
沸水,Nouns
沸騰,Nouns
沸點,Nouns
油,Nouns
油條,Nouns
油漆,Nouns
油畫,Nouns
治,Verbs
治安,Nouns
治療,Verbs
治癒,Verbs
沼氣,Nouns
沼澤,Nouns
沾光,Mood Particles
沾染,Mood Particles
沾沾自喜,Nouns
沾濕,Nouns
沿海,Temporal Words
沿襲,Nouns
沿途,Nouns
泉源,Nouns
泌尿科,Nouns
法制,Nouns
法學院,Nouns
法官,Nouns
法律,Nouns
法律系,Nouns
法醫,Nouns
法院,Nouns
泛舟,Nouns
泡影,Nouns
泡沫,Nouns
泡湯,Nouns
泡茶,Nouns
泡麵,Nouns
波折,Nouns
波斯貓,Nouns
波浪,Nouns
波紋,Verbs
波羅蜜,Nouns
波長,Nouns
泣訴,Nouns
泥土,Nouns
泥濘,Nouns
泥鰍,Verbs
注射,Nouns
注意,Nouns
注視,Nouns
注釋,Nouns
注重,Nouns
注音符號,Nouns
泰國,Nouns
泰山,Nouns
泰雅族,Nouns
泳帽,Nouns
泳池,Nouns
洋傘,Nouns
洋娃娃,Nouns
洋菜,Nouns
洋蔥,Nouns
洋裝,Verbs
洗,Verbs
洗劫,Verbs
洗手,Nouns
洗手乳,Verbs
洗澡,Nouns
洗碗機,Nouns
洗禮,Nouns
洗腦,Nouns
洗臉,Nouns
洗衣機,Verbs
洗車,Nouns
洗髮,Verbs
洗髮精,Nouns
洛神花,Nouns
洞房花燭夜,Temporal Words
洞穴,Nouns
津津有味,Adjectives
津貼,Nouns
洩密,Verb
洩氣,Verb
洩洪,Verb
洩漏,Verb
洪亮,Verb
洪水,Adjectives
洲,Nouns
活動,Nouns
活動中心,Nouns
活期存款,Adjectives
活潑,Emphasis Words
活該,Nouns
活頁,Nouns
派,Nouns
派出所,Nouns
派對,Verb
流利,Adjectives
流動,Adjectives
流暢,Adjectives
流氓,Nouns
流汗,Nouns
流血,Nouns
流行,Adjectives
流言,Nouns
流鼻涕,Nouns
浩浩蕩蕩,Adverbs
浪漫,Adjectives
浪花,Nouns
浪費,Verbs
浮,Nouns
浮標,Adjectives
浮沈,Adjectives
浮腫,Adjectives
浮躁,Nouns
浴室,Nouns
浴巾,Nouns
浴帽,Nouns
浴缸,Nouns
海,Nouns
海嘯,Nouns
海報,Nouns
海島,Nouns
海峽,Nouns
海拔,Nouns
海灣,Nouns
海獅,Nouns
海盜船,Nouns
海綿,Nouns
海豚,Nouns
海軍,Nouns
海關,Nouns
海防,Nouns
海鮮,Nouns
海鷗,Nouns
浸水,Nouns
浸泡,Nouns
消化,Nouns
消失,Nouns
消毒,Nouns
消滅,Nouns
消炎,Nouns
消耗,Nouns
消除,Verbs
涉及,Verbs
涉嫌,Verbs
液晶螢幕,Nouns
液體,Nouns
涵意,Nouns
涵養,Nouns
涼亭,Nouns
涼快,Adjectives
涼鞋,Nouns
淋巴腺,Nouns
淋浴,Adjectives
淒涼,Adjectives
淘氣,Nouns
淘汰,Verbs
淘米,Nouns
淚水,Adjectives
淡,Nouns
淡水,Adjectives
淡薄,Nouns
淤塞,Nouns
淤血,Adjectives
深呼吸,Verbs
深夜,Temporal Words
深謀遠慮,Adjectives
深造,Nouns
淵源,Nouns
混亂,Adjectives
混凝土,Nouns
混合,Nouns
混濁,Adjectives
淹水,Adjectives
淹沒,Adjectives
淺,Nouns
淺易,Nouns
淺陋,Adjectives
添丁,Nouns
添加,Adjectives
添設,Nouns
清冊,Temporal Words
清寒,Temporal Words
清早,Adjectives
清明節,Nouns
清晨,Temporal Words
清晰,Adjectives
清朝,Nouns
清水,Nouns
清潔,Nouns
清潔劑,Nouns
清白,Adjectives
清真寺,Nouns
清秀,Adjectives
清華,Nouns
清華大學,Nouns
清高,Adjectives
清點,Verbs
減,Verbs
減刑,Nouns
減號,Nouns
減速,Nouns
渡假,Nouns
渡船,Nouns
渡輪,Nouns
測試,Nouns
測驗,Verbs
港,Verbs
港口,Nouns
渲染,Nouns
渴,Adjectives
渴想,Verbs
游泳,Verbs
游泳池,Nouns
游艇,Nouns
渺小,Adjectives
湊合,Mood Particles
湊在一起,Nouns
湊巧,Adjectives
湖,Nouns
湖泊,Nouns
湖畔,Nouns
湧入,Verbs
湯,Nouns
湯圓,Nouns
源頭,Nouns
準備,Verbs
準時,Nouns
溜冰,Nouns
溜冰場,Verbs
溜滑梯,Nouns
溝通,Nouns
溪,Emphasis Words
溪流,Nouns
溫度計,Verbs
溫故知新,Nouns
溫暖,Adjectives
溫柔,Adjectives
溫泉,Nouns
溫習,Verbs
溺愛,Adjectives
溺死,Verbs
溺水,Nouns
溼,Adjectives
溼地,Nouns
滂沱大雨,Temporal Words
滄桑,Adjectives
滄海桑田,Expressions
滅口,Verbs
滅火器,Nouns
滅頂,Verbs
滋潤,Adjectives
滋生,Verbs
滑,Nouns
滑冰,Adjectives
滑水,Verbs
滑滑的,Adjectives
滑稽,Verbs
滑雪,Adjectives
滴水穿石,Nouns
滾動,Verbs
滿,Quantifiers
滿意,Adjectives
滿清,Nouns
滿足,Adjectives
滿載而歸,Idioms
漁夫,Nouns
漁民,Nouns
漂亮,Adjectives
漂白粉,Nouns
漆器,Nouns
漆黑,Adjectives
漏接,Idioms
漏斗,Idioms
漏稅,Verbs
演奏,Verbs
演習,Verbs
演講,Adjectives
漠不關心,Adjectives
漠視,Nouns
漢堡,Nouns
漩渦,Nouns
漲價,Verbs
漸增,Adverbs
漸減,Adverbs
漸漸,Nouns
潑水,Nouns
潔身自愛,Pronouns
潛水艇,Nouns
潛能,Nouns
潦草,Adverbs
潮汐,Nouns
潮濕,Nouns
潰瘍,Nouns
澄清,Verbs
澆花,Nouns
澈底,Nouns
澎湖,Nouns
澡堂,Nouns
澡盆,Nouns
澱粉,Nouns
澳洲,Nouns
澳門,Adjectives
激怒,Nouns
激烈,Adjectives
濃厚,Adjectives
濃淡,Adjectives
濕,Adjectives
濕紙巾,Nouns
濕衣服,Nouns
濫用,Adjectives
濾水器,Nouns
瀆職,Nouns
瀉肚子,Adjectives
瀏覽,Nouns
瀑布,Nouns
瀝青,Nouns
瀟灑,Adjectives
灌溉,Nouns
灑水車,Nouns
火,Nouns
火大,Nouns
火山,Temporal Words
火星,Nouns
火柴,Nouns
火箭,Nouns
火警,Nouns
火車,Nouns
火車票,Nouns
火車站,Nouns
火速,Adverbs
火鍋,Nouns
火雞,Nouns
火雞肉飯,Nouns
灰,Nouns
灰塵,Nouns
灰心,Adjectives
灰燼,Nouns
灼傷,Adjectives
災害,Nouns
災禍,Nouns
炊具,Nouns
炎,Nouns
炎熱,Verbs
炒,Nouns
炒魷魚,Nouns
炫耀,Verbs
炭畫,Nouns
炭筆,Nouns
炮,Nouns
炮彈,Verbs
炯炯有神,Nouns
炸,Nouns
為,Mood Particles
為什麼,Question Adverbs
為何,Question Adverbs
為善最樂,Verbs
烏賊,Nouns
烏鴉,Nouns
烏龜,Nouns
烘焙,Verbs
烙印,Nouns
烤,Verbs
烤箱,Nouns
烤肉,Verbs
烹飪,Nouns
烹飪課,Nouns
焚化爐,Nouns
焚風,Mood Particles
無,Mood Particles
無中生有,Nouns
無名指,Mood Particles
無尾熊,Mood Particles
無所謂,Adjectives
無法,Mood Particles
無精打采,Causal Conjunctions
焦味,Adjectives
焦距,Nouns
然後,Transitional Conjunctions
煉鋼,Verbs
煎,Verbs
煎熬,Adverbs
煎餃,Nouns
煙,Nouns
煙斗,Nouns
煙火,Nouns
煙灰缸,Temporal Words
煙霧,Nouns
煞車,Nouns
煤氣,Nouns
煤油,Nouns
煤礦,Idioms
煥然一新,Verbs
照,Nouns
照片,Verbs
照相,Nouns
照相機,Verbs
照顧,Pronouns
照顧你,Emphasis Words
煩惱,Nouns
煮,Verbs
煮菜,Verbs
煮飯,Verbs
煽動,Verbs
熄滅,Verbs
熄燈,Nouns
熊,Nouns
熊貓,Verbs
熔化,Adjectives
熟悉,Adjectives
熟練,Idioms
熟能生巧,Nouns
熨斗,Verbs
熬夜,Adjectives
熱,Adjectives
熱帶魚,Adjectives
熱心,Adjectives
熱情,Verbs
熱熱地,Nouns
熱誠,Adjectives
熱鬧,Adjectives
熾熱,Adjectives
燃燒,Verbs
燈,Nouns
燈塔,Nouns
燈泡,Nouns
燈籠,Nouns
燉藥,Verbs
燒,Verbs
燒餅,Nouns
燒餅油條,Nouns
燒香,Verbs
燕子,Nouns
燙,Verbs
燙衣服,Verbs
燙髮,Nouns
營養,Adjectives
燥熱,Adjectives
燦爛,Nouns
燭臺,Verbs
爆炸,Nouns
爆竹,Verbs
爛,Nouns
爪牙,Nouns
爬山,Nouns
爭吵,Nouns
爭辯,Nouns
爵位,Nouns
父母親,Pronouns
父親,Pronouns
父親母親,Pronouns
父親節,Nouns
爸爸,Pronouns
爸爸媽媽,Pronouns
爺爺,Pronouns
爽快,Adjectives
爽直,Adjectives
爽身粉,Nouns
牆,Nouns
牆壁,Nouns
片,Quantifiers
片刻,Temporal Words
版權,Nouns
版畫,Nouns
牌照,Nouns
牙刷,Nouns
牙周病,Nouns
牙杯,Nouns
牙痛,Nouns
牙膏,Nouns
牙齒,Nouns
牛,Nouns
牛乳,Nouns
牛仔褲,Nouns
牛奶,Nouns
牛排,Nouns
牛痘,Nouns
牡丹,Nouns
牡蠣,Nouns
牢記,Nouns
牢騷,Nouns
牧師,Nouns
物,Nouns
物理,Nouns
物理學系,Nouns
物理系,Nouns
物色,Nouns
特別,Nouns
特徵,Nouns
特殊,Nouns
牽手,Adjectives
牽掛,Adjectives
牽牛花,Nouns
犀利,Adjectives
犀牛,Nouns
犒賞,Nouns
犧牲,Emphasis Words
犯法,Verbs
犯罪防治學系,Nouns
犯防系,Nouns
狂妄,Adjectives
狂犬病,Nouns
狐狸,Nouns
狒狒,Nouns
狗,Nouns
狗急跳牆,Adjectives
狠心,Adjectives
狡猾,Adjectives
狡詐,Nouns
狩獵,Temporal Words
狹窄,Nouns
狹長,Idioms
狼,Adjectives
狼狽為奸,Nouns
猖獗,Idioms
猛獸,Adjectives
猜,Nouns
猜拳,Verbs
猜測,Verbs
猜燈謎,Verbs
猝死,Idioms
猥褻,Adjectives
猩猩,Nouns
猴子,Nouns
猶疑,Adjectives
猿猴,Nouns
獃頭獃腦,Adjectives
獅子,Nouns
獎勵,Nouns
獎狀,Nouns
獎金,Nouns
獨女,Pronouns
獨子,Pronouns
獨斷,Adjectives
獨生女,Pronouns
獨生子,Pronouns
獨立,Adjectives
獨裁,Verbs
獲取,Nouns
獲得,Verbs
獵,Nouns
獸醫,Verbs
獻殷勤,Nouns
玄學,Adjectives
率直,Nouns
率領,Adjectives
玉,Nouns
玉米,Nouns
王,Pronouns
王后,Nouns
王子,Nouns
玩,Verbs
玩具,Nouns
玩具不借我,Nouns
玩具店,Nouns
玩弄,Verbs
玩球,Nouns
玩遊戲,Nouns
玩黏土,Adjectives
玫瑰,Nouns
玲瓏,Nouns
玷汙,Nouns
玻璃,Nouns
珊瑚,Nouns
珍奶,Adjectives
珍惜,Nouns
珍珠,Nouns
珍珠奶茶,Verbs
珠算,Nouns
班,Nouns
班級,Nouns
班長,Nouns
現在,Temporal Words
現實,Nouns
球,Nouns
球賽,Nouns
理化,Nouns
理想,Nouns
理解,Verbs
理髮,Nouns
琉璃,Nouns
琢磨,Nouns
琴,Nouns
琴弦,Nouns
瑕疵,Nouns
瑜珈,Nouns
瑞典,Nouns
瑞士,Nouns
瑞雪,Nouns
瑣碎,Nouns
瑪瑙,Nouns
環保,Nouns
環境,Nouns
環島,Nouns
瓜分,Nouns
瓜子,Nouns
瓢蟲,Nouns
瓦斯,Nouns
瓶頸,Nouns
瓷器,Nouns
甄試,Nouns
甄選,Nouns
甘蔗,Nouns
甘薯,Nouns
甚至,Quantifiers
甚麼,Question Pronouns
甜,Adjectives
甜不辣,Adjectives
甜甜的,Adjectives
生,Nouns
生命,Nouns
生命科學系,Nouns
生意,Adjectives
生日,Nouns
生殖器,Adjectives
生氣,Adjectives
生氣王子,Nouns
生活,Nouns
生物,Nouns
生物系,Nouns
生理假,Temporal Words
生理期,Temporal Words
生病,Verbs
生的,Adjectives
生科系,Nouns
生肖,Nouns
產出,Nouns
產品,Nouns
產物,Nouns
用,Mood Particles
用功,Nouns
用心,Nouns
用意,Adverbs
用處,Adverbs
甩掉,Adverbs
田,Verbs
田徑,Nouns
由於,Temporal Words
甲,Nouns
甲狀腺,Nouns
甲等,Nouns
甲蟲,Coordinating Conjunctions
男,Nouns
男同性戀,Nouns
男性團體,Nouns
男生,Nouns
男追女,Verbs
界定,Nouns
畏懼,Adjectives
畏縮,Adjectives
畏罪,Adjectives
留,Verbs
留學,Nouns
留心,Verbs
留級,Adjectives
畜牧,Nouns
畢業,Nouns
畢業典禮,Nouns
略讀,Nouns
番石榴,Nouns
番茄,Verbs
番茄炒蛋,Nouns
番茄醬,Nouns
畫,Nouns
畫圓圏,Nouns
畫圖,Nouns
畫展,Nouns
畫架,Nouns
畫畫,Verbs
異議,Adjectives
異鄉,Nouns
當,Verbs
當兵,Verbs
當掉,Verbs
當然,Emphasis Words
當耳邊風,Verbs
當選,Nouns
當鋪,Verbs
畸形,Nouns
疆域,Adjectives
疏忽,Nouns
疏散,Verbs
疑問,Adjectives
疑心,Nouns
疙瘩,Mood Particles
疤痕,Adjectives
疫苗,Nouns
疲倦,Adjectives
疲勞,Nouns
疼,Adjectives
疼惜,Emphasis Words
疼愛,Emphasis Words
疾病,Nouns
病,Nouns
病人,Nouns
病假,Nouns
病情,Nouns
病歷,Nouns
病菌,Nouns
症狀,Adjectives
痊癒,Adjectives
痔瘡,Adjectives
痕跡,Adjectives
痛,Nouns
痛苦,Adjectives
痢疾,Adjectives
痱子,Nouns
痲疹,Adjectives
痲痺,Adjectives
痲瘋病,Emphasis Words
瘟疫,Nouns
瘦,Adjectives
瘦弱,Adjectives
瘧疾,Nouns
瘸腿,Nouns
癌症,Nouns
癖好,Nouns
癡呆,Adjectives
癢,Adjectives
癥結,Nouns
癩蝦蟆,Nouns
癱瘓,Nouns
癲癇,Verbs
登山,Verbs
登記,Verbs
登錄,Nouns
登革熱,Mood Particles
發人深省,Nouns
發射器,Adverbs
發抖,Verbs
發明,Verbs
發燒,Verbs
發牌,Adverbs
發狂,Verbs
發生,Verbs
發聲,Verbs
發脾氣,Verbs
發芽,Verbs
發覺,Verbs
發言人,Nouns
發音,Verbs
發音器官,Nouns
發願,Verbs
白,Adjectives
白天,Temporal Words
白宮,Nouns
白手成家,Idioms
白板,Nouns
白癡,Adjectives
白色,Nouns
白蘿蔔,Adjectives
